"aggressive","공격적인; 과감한","형용사"
"alike","비슷한","형용사"
"alive","살아 있는","형용사"
"ancient","고대의","형용사"
"annual","매년의; 연례의; 연간의","형용사"
"anxious","불안해하는; 염려하는","형용사"
"apparent","명백한; 분명한","형용사"
"appropriate","적절한","형용사"
"approximate","근사치의; 거의 정확한","형용사"
"artificial","인공적인; 인조의","형용사"
"authentic","진짜인; 진품의","형용사"
"automatic","자동의","형용사"
"awake","깨어 있는; 잠들지 않은","형용사"
"aware","알고 있는; 의식하고 있는","형용사"
"awesome","멋진; 굉장한","형용사"
"awful","끔찍한; 형편없는","형용사"
"awkward","어색한; 서투른","형용사"
"bare","벗겨벗은; 벌거벗기다; 드러내다","형용사"
"blind","눈이 먼; 맹인의","형용사"
"bold","용감한; 대담한","형용사"
"brief","짧은; 간단한","형용사"
"brilliant","훌륭한; 뛰어난","형용사"
"broad","넓은","형용사"
"capable","할 수 있는; 유능한","형용사"
"casual","평상시의; 일상의; 우연한","형용사"
"causal","인과 관계의; 원인의","형용사"
"chronic","만성적인; 장기간에 걸친","형용사"
"civil","시민의","형용사"
"compatible","호환이 되는; 양립할 수 있는","형용사"
"comprehensive","포괄적인; 종합적인","형용사"
"compulsory","의무적인; 강제적인","형용사"
"confident","자신 있는; 확신하는","형용사"
"conscious","의식하는; 지각하는","형용사"
"consistent","일관된; ~와 일치하는","형용사"
"constant","상수; 일정한; 끊임없는","명사/형용사"
"contemporary","현대의; 동시대의","형용사"
"contrary","반대되는; 다른","형용사"
"convenient","편리한","형용사"
"corporate","기업회사의; 법인의; 공동의","형용사"
"crisp","바삭바삭한","형용사"
"crucial","중대한; 결정적인","형용사"
"cruel","잔혹한; 잔인한","형용사"
"current","현재의; 지금의","형용사"
"cynical","냉소적인; 부정적인","형용사"
"dairy","유제품의; 낙농(업)의","형용사"
"damp","축축한; 눅눅한","형용사"
"decent","적당한; 훌륭한","형용사"
"definite","확실한; 명확한","형용사"
"delicate","연약한; 섬세한","형용사"
"dense","밀집한; 빽빽한","형용사"
"desperate","절망적인; 필사적인","형용사"
"disabled","장애를 가진","형용사"
"distant","먼; 떨어져 있는","형용사"
"diverse","다양한","형용사"
"domestic","가정의; 국내의; 길들여진","형용사"
"dominant","지배적인; 우세한","형용사"
"dual","이중의","형용사"
"due","~때문에; ~할 예정인; 만기가 된","형용사"
"dynamic","힘; 원동력; 역동적인","명사/형용사"
"eager","열렬한; 간절히 바라는; 열심인","형용사"
"effective","효과적인","형용사"
"efficient","효율적인; 능률적인","형용사"
"elaborate","정교한; 복잡한; 공들여 만들다; 상세히 말하다","형용사"
"elegant","우아한; 품격 있는","형용사"
"enthusiastic","열광적인; 열렬한","형용사"
"entire","전체의","형용사"
