"acid","산(酸)의","명사"
"acquisition","습득; 취득(한 것)","명사"
"addict","중독자","명사"
"adolescent","청소년(의)","명사/형용사"
"advantage","장점; 유리한 점","명사"
"affair","일; 사건","명사"
"affection","애착; 애정","명사"
"agenda","안건; 의제","명사"
"agent","대리인; 행위자","명사"
"agriculture","농업","명사"
"aircraft","항공기","명사"
"ambition","야망; 포부","명사"
"anchor","닻; 앵커; 정박하다; 고정시키다","명사/동사"
"anniversary","기념일","명사"
"anxiety","염려; 불안","명사"
"apology","사과","명사"
"architect","건축가","명사"
"archive","기록; 보관소; 기록(pl.)","명사"
"article","글; 기사/물건; (문법) 관사","명사"
"aspect","측면; 관점","명사"
"asset","자산; 재산; 이점","명사"
"athlete","(운동) 선수","명사"
"atmosphere","대기; 분위기","명사"
"atom","원자; 극히 작은 것","명사"
"attention","주의; 주목; 관심; 흥미","명사"
"attitude","태도","명사"
"audience","관중; 청중","명사"
"avenue","길; 거리","명사"
"barrier","장벽; 장애물","명사"
"basis","근거; 기초; 기반","명사"
"biography","전기; 일대기","명사"
"blank","공백; 여백; 빈","명사/형용사"
"boundary","경계","명사"
"budget","예산","명사"
"candidate","지원자; 후보자","명사"
"capital","자본; 수도; 대문자; 주요한; 사형의","명사/형용사"
"career","경력; 직업","명사"
"category","카테고리; 범주","명사"
"celebrity","유명 인사","명사"
"certificate","증명서; 자격증","명사"
"chairman","의장; 회장","명사"
"chaos","혼돈; 혼란","명사"
"character","성격; 특징; 인물","명사"
"charity","자선단체; 자애; 자비","명사"
"choir","성가대; 합창단","명사"
"circumstance","상황; 환경","명사"
"climate","기후","명사"
"code","암호; 부호; 코드; 법전","명사"
"colleague","동료","명사"
"colony","식민지; 집단(거주지); 군집","명사"
"commerce","상업; 통상; 무역","명사"
"committee","위원회","명사"
"commodity","상품; 물품","명사"
"community","지역 사회; 공동체","명사"
"component","부품; (구성) 요소","명사"
"compound","화합물; 복합체; 합성의; 혼합하다","명사/형용사/동사"
"concept","개념","명사"
"congress","의회","명사"
"conscience","양심; 의식","명사"
"consensus","합의; (의견) 일치","명사"
"content","내용물; 목차(pl.); 만족; 만족한; 만족시키다","명사/형용사/동사"
"context","문맥; 맥락","명사"
"controversy","논란; 논쟁","명사"
"convention","관습; 관례; 대회","명사"
"conversation","대화; 회화","명사"
"copyright","저작권","명사"
"council","의회; 협의회","명사"
"counterpart","상대; 대응 관계에 있는 사람[것]","명사"
"county","군(郡); 주(州)","명사"
"courage","용기","명사"
"craft","공예; 기술; 공들여 만들다","명사/동사"
"creature","생물","명사"
"credit","신뢰; 신용; 신용하다; 믿다; 공로를 돌리다","명사/동사"
"crime","범죄; 범행","명사"
"crisis","위기; 고비","명사"
"criterion","기준; 표준","명사"
"critic","평론가; 비평가","명사"
"currency","통화; 화폐","명사"
"custody","보관; 보호; 구금; 감금","명사"
"custom","관습; 풍습; 관세(pl.); 세관(pl.)","명사"
"defense","방어; 수비","명사"
"deficiency","결핍; 결함","명사"
"deficit","적자; 결손","명사"
"degree","정도; 학위; (온도; 각도; 경도의) 도","명사"
"democracy","민주주의","명사"
"department","부서; 학과; 분야","명사"
"departure","출발; 떠남","명사"
"dependence","의지; 의존","명사"
"description","묘사","명사"
"destination","목적지","명사"
"destruction","파괴","명사"
"device","장치","명사"
"dictionary","사전","명사"
"dignity","위엄; 존엄; 품위","명사"
"dimension","차수; 크기; 차원","명사"
"disaster","재난; 재앙; 참사","명사"
"discipline","규율; 훈육; 학과","명사"
"discourse","담론; 담화","명사"
"disease","질병","명사"
"disgust","역겨움; 혐오감","명사"
"disorder","영양; 무질서; 장애","명사"
"district","지역; 지방","명사"
"domain","영토; 분야; 영역; 구역","명사"
"economy","경제","명사"
"edge","가장자리; 모서리; 우세; 강점","명사"
"effect","효과; 영향; 초래하다","명사/동사"
"element","요소; 성분","명사"
"emergency","비상; 응급 상황","명사"
"emphasis","강조; 주안점","명사"
"enemy","적","명사"
"enterprise","기업; 회사","명사"
"entry","입장; 출입; 들어감; 참가","명사"
"environment","환경","명사"
"equipment","장비; 용품","명사"
"estate","사유지; 토지; 재산","명사"
"evolution","진화; 발전; 진전","명사"
"executive","경영진; 조직 간부; 임원","명사"
"expense","(어떤 일에 드는) 돈; 비용","명사"
"expertise","전문 지식","명사"
"extent","정도; 크기; 규모","명사"
"facility","시설","명사"
"factor","요인; 요소","명사"
"faculty","능력; 재능; 학부; 교수진","명사"
"faith","믿음; 신앙","명사"
"fame","명성; 유명하게 하다","명사/동사"
"fault","잘못; 책임","명사"
"fellow","동료; 녀석","명사"
"figure","숫자; 계산; 인물; 중요하다; 생각하다; 계산하다","명사/동사"
"flaw","결함; 결점","명사"
"fluid","유체; 유동체; 유동성의; 변하기 쉬운","명사/형용사"
"formation","형성","명사"
"formula","공식","명사"
"fortune","행운; 재산","명사"
"foundation","토대; 기초; 창설; 설립","명사"
"fraction","부분; 일부; 분수","명사"
"framework","뼈대; 틀; 체계","명사"
"fright","놀람; 두려움","명사"
"funeral","장례식; 장례식의","명사/형용사"
"gender","성; 성별","명사"
"gene","유전자","명사"
"generation","세대","명사"
"genius","천재; 특별한 재능","명사"
"glimpse","힐끗[언뜻] 봄; 힐끗 보다","명사/동사"
"glory","영광; 영예","명사"
"goods","상품; 재산","명사"
"grace","우아함; 품위","명사"
"grade","등급; 학년; 성적; 등급을 나누다","명사/동사"
"greed","탐욕; 욕심","명사"
"grief","큰 슬픔; 비통","명사"
"guideline","지침; 가이드라인","명사"
"habitat","서식지","명사"
"harbor/harbour","항구; 항만","명사"
"haste","서두름; 급함","명사"
"heir","상속자; 계승자","명사"
"heritage","유산","명사"
"horizon","수평선; 지평선","명사"
"horror","공포","명사"
"hostage","인질; 저당; 담보물","명사"
"household","가정; 가족; 가정(용)의; 가족의","명사/형용사"
"ideology","이념; 이데올로기","명사"
"illusion","환상; 착각","명사"
"impact","영향; 충격","명사"
"incident","사건","명사"
"industry","산업","명사"
"infant","유아; 아기; 유아용의; 초기의","명사/형용사"
"ingredient","재료; 구성 요소","명사"
"insight","통찰력; 이해","명사"
"instance","사례; 경우","명사"
