"commercialize","상업화하다; 영리화하다","동사"
"construction","건설; 공사; 건축물","명사"
"comfortable","편안한; 쾌적한","형용사"
"facilitation","편리화; 간이화; 촉진; 조장","명사"
"self-sufficiency","자급자족","명사"
"grocery","식료 잡화점","명사"
"riverside","강가; 강변","명사"
"coastal","해안의; 연안의","형용사"
"inland","내륙의; 국내의; 내륙에 있는","형용사"
"ecosystem","생태계","명사"
"direction","방향; 위치","명사"
"architecture","건축[술]; 건축 양식","명사"
"housing","집; 주택 (공급)","명사"
"propel","추진하다; 나아가게 하다","동사"
"aviation","항공(술); 비행","명사"
"railway","철로; 철길; 선로","명사"
"trait","특성; 특징","명사"
"rejuvenate","활기를 되찾게 하다","동사"
"village","(시골) 마을; 촌락; 마을 사람들","명사"
"disseminate","퍼뜨리다; 전파하다","동사"
"green space","녹지 공간","명사"
"municipality","지방 자치제","명사"
"geared","설계된; 구성된; 기어가 달린","형용사"
"eligible","적임의; 적당한; ~할 자격이 있는","형용사"
"rental","사용료; 임대료; 일대; 임차","명사/형용사"
"real estate","부동산","명사"
"fraudulent","사기를 치는","형용사"
"overseas","해외의; 외국의","형용사"
"natural resource","천연자원","명사"
"connectivity","연결(성)","명사"
"Ministry of Culture, Sports and Tourism","문화체육관광부","명사"
"accommodation","숙소; 거처; 숙박","명사"
"voucher","상품권; 할인권","명사"
"powerhouse","발전소; 원동력; 실세; 집단","명사"
"feast","연회; 잔치; 축제일; 포식하다","명사/동사"
"ancestor","조상; 선조","명사"
"descendant","자손; 후손; 후예","명사"
"masterpiece","걸작; 명작","명사"
"vacation","방학; 휴가","명사"
"broaden","넓히다; 넓어지다; 퍼지다","동사"
"penetrate","관통하다; 꿰고 들어가다; 침투하다","동사"
"emigrate","이민을 가다; 이주하다","동사"
"handicraft","수공예(품); 손세조","명사"
"museum","박물관; 미술관","명사"
"library","도서관; 서재","명사"
"isolation","고립; 단리; 격리","명사"
"inherit","상속받다; 물려받다","동사"
"assistance","도움; 원조; 지원","명사"
"on-site","현장의; 현지의","형용사"
"preferential","우선권[특혜]를 주는","형용사"
"humanity","인류; 인문학; 인간성","명사"
"fairness","공정; 공평","명사"
"loneliness","외로움; 고독","명사"
"superstition","미신","명사"
"preemptive","선제의; 선점적인","형용사"
"convergence","융합; 수렴; 집중","명사"
"disability","(신체적·정신적) 장애","명사"
"attachment","애착; 민음; 지지","명사"
"showcase","공개 행사; 진열장; 전시하다","명사/동사"
"promotional","홍보의; 판촉의","형용사"
"journalist","저널리스트; 기자","명사"
"abroad","해외에; 해외로","부사"
"palace","궁전; 왕실; 대저택","명사"
"fortress","성벽; 요새","명사"
"paralympics","패럴림픽; 장애인 올림픽","명사"
"imbue","가득 채우다; 고취하다; 불어넣다","동사"
"landmark","주요 지형지물; 역사적인 건물[장소]","명사"
"Ministry of Agriculture, Food and Rural Affairs","농림축산식품부","명사"
"Ministry of Oceans and Fisheries","해양수산부","명사"
"spatial","공간의; 공간적인","형용사"
"companion","동반자; 동행; 친구","명사"
"farmer","농부; 농장주","명사"
"fisherman","어부","명사"
"carbon","탄소","명사"
"emission","배출(물); 배기가스","명사"
"neutral","중립의; 중립적인","형용사"
"reclaim","매립하다; 개간하다; 되찾다","동사"
"livestock","가축","명사"
"irrigate","관개하다; 물을 대다","동사"
"machinery","기계; 조직","명사"
"quarantine","격리; 검역; 격리하다","명사/동사"
"veterinarian","수의사","명사"
"fruitful","생산적인; 우아한; 수확이 많이 나는","형용사"
"productivity","생산성","명사"
"seasonal","계절적인; 계절에 따라 다른","형용사"
"reservoir","저수지; 급수장; 비축; 저장","명사"
"bilateral","쌍방의; 양쪽의","형용사"
"influential","영향력 있는; 영향력이 큰","형용사"
"diversification","다양성; 다각화; 변형; 분산","명사"
"fertilizer","비료","명사"
"livelihood","생계 (수단)","명사"
"seafood","해산물","명사"
"radiation","방사선; 복사","명사"
"maritime","바다의; 해양의; 해안의","형용사"
"vessel","선박; 배; 그릇","명사"
"compensation","보상; 이득","명사"
"eco-friendly","친환경적인","형용사"
"navigation","항해; 운항; 조종","명사"
"tonnage","(선박의) 용적 톤수; 적재량","명사"
"aquaculture","양식(업)","명사"
"water temperature","수온","명사"
"fishery","어업; 수산업","명사"
"fine particle","미립자","명사"
"biodiversity","생물의 다양성","명사"
"debris","잔해; 쓰레기","명사"
"pollutant","오염 물질; 오염원","명사"
"Ministry of Environment","환경부","명사"
"Ministry of Health and Welfare","보건복지부","명사"
"insurance","보험; 보험금","명사"
"diagnose","진단하다","동사"
"adoption","입양; 채택","명사"
"permit","허용하다; 허락하다; 기능하게 하다","동사"
"benchmark","기준; 지수","명사"
"allocation","할당; 분배; 배급","명사"
"adaptive","조성의; 적응할 수 있는","형용사"
"waste","낭비; 쓰레기; 폐기물; 낭비하다","명사/동사"
"hydrogen","수소","명사"
"pollution","오염; 공해","명사"
"yellow sand","황사","명사"
"purifier","정화 장치","명사"
"concentrated","농축된; 집중된","형용사"
"incise","절개하다; 새기다; 조각하다","동사"
"optical","시력의; 시각적인","형용사"
"numb","감각이 없는; 마비된","형용사"
"deaf","귀가 먹은; 청각 장애가 있는","형용사"
"transfusion","수혈; 주입","명사"
"elderly","어르신들; 연세가 드신","명사/형용사"
"treatment","치료; 치치; 대우; 처리","명사"
"rehabilitate","재활치료를 하다; 회복시키다","동사"
"wellness","건강","명사"
"subsidize","보조금을 주다; 원조하다","동사"
"bruise","타박상; 타박상을 입히다","명사/동사"
"famine","기근","명사"
"lethargy","무기력","명사"
"infectious","전염성의; 전염되는","형용사"
"sanitation","공중위생; 위생 시설","명사"
"maternal","어머니의; 모성의; 모계의","형용사"
"paternal","아버지의; 부계의","형용사"
"low-income","저소득의","형용사"
"longevity","장수; 수명","명사"
"demographics","인구 통계 (자료)","명사"
"mortality","사망자 수; 사망률","명사"
"cancer","암","명사"
"cardiovascular","심혈관의","형용사"
"Ministry of SMEs and Startups","중소벤처기업부","명사"
"Ministry of Employment and Labor","고용노동부","명사"
"employment","직장; 고용; 취업","명사"
"manufacture","제조; 제품; 제조하다; 생산하다","명사/동사"
"smuggle","밀수하다; 밀반입하다","동사"
"monopoly","독점; 전매","명사"
"regulation","규정; 규제; 단속","명사"
"structural","구조상의; 구조적인","형용사"
"entrepreneur","기업가; 사업가","명사"
"small and medium enterprise","중소기업","명사"
"endeavor","노력; 시도; 노력하다; 시도하다","명사/동사"
"act on","~에 따라 행동하다; 영향을 주다","숙어"
"pecuniary","금전상의; 재정상의","형용사"
"procurement","조달; 입수","명사"
"outsource","외부 제작하다; 외주를 주다","동사"
"formulate","만들어 내다; 표현하다; 진술하다","동사"
"solvency","지불[상환] 능력","명사"
"hallmark","품질 보증 마크; 특징","명사"
"laborious","힘든; 곤란한","형용사"
"vendor","행상인; 노점상; 판매; 회사","명사"
"merchandise","상품; 물품; 판매하다","명사/동사"
"certification","증명; 증명서 교부","명사"
"overhaul","점검; 정비; 점검하다; 정비하다","명사/동사"
"shortage","부족; 결핍","명사"
"affiliated","소속된; 연계된","형용사"
"human capital","인적 자본","명사"
"fare","요금; 승객","명사"
"laboratory","실험실; 연구소","명사"
"occupation","직업; 점령","명사"
"unemployed","실직한; 실업자인","형용사"
"placement","직업소개; 설치; 배치","명사"
"job-seeker","구직자","명사"
"recommendation","권고; 추천; 추천장(서)","명사"
"vocational","직업과 관련된; 직업상의","형용사"
"qualification","자격; 자질","명사"
"reinforcement","강화; 증원","명사"
