"somnolent","졸린; 졸리게 하는","형용사"
"rough","거친; 울퉁불퉁한; 서나운","형용사"
"husky","목소리가 걸; 허스키한","형용사"
"revamp","개조[개정]하다; 개편하다","동사"
"restrain","억제하다; 제지하다","동사"
"consequential","결과로서 일어나는; 중대한","형용사"
"yield","산출(량); 수확(량); 산출하다; 양보하다; 항복하다","명사/동사"
"abhor","몹시 싫어하다; 혐오하다","동사"
"embezzle","횡령하다","동사"
"flatter","아첨하다","동사"
"recession","불러남; 후퇴; 불경기","명사"
"acquiesce","묵인하다; 따르다; (소극적으로) 동의하다","동사"
"favor","호의; 친절; 호의를 보이다; 찬성하다","명사/동사"
"pledge","맹세하다; 서약하다","동사"
"bureaucratic","관료의; 관료주의적인","형용사"
"priceless","값을 매길 수 없는; 대단히 귀중한","형용사"
"spurious","가짜의; 위조의","형용사"
"dissimulate","감추다; 숨기다; 위장하다","동사"
"stagnant","불경기의; 침체된; 흘가가 없는","형용사"
"progressive","진보적인; 전진하는","형용사"
"comprehensible","이해할 수 있는","형용사"
"rotate","회전하다; 교대로 하다; 자전하다; 윤작하다","동사"
"emulate","모방하다; 경쟁하다; 거루다","동사"
"shore up","강화하다","숙어"
"assess","평가하다","동사"
"stave off","피하다; 막다","숙어"
"recent","최근의","형용사"
"unequivocal","모호하지 않은; 명백한","형용사"
"tangible","실체적인; 유형의","형용사"
"commend","창찬하다; 추천하다","동사"
"ingenuity","기발한 재주; 독창성","명사"
"enroll / enrol","등록하다; 입학하다; 입대하다","동사"
"insipid","맛[풍미]이 없는; 재미없는","형용사"
"influence","영향; ~에 영향을 미치다","명사/동사"
"rescind","폐지하다; 취소하다","동사"
"refurbish","새로 꾸미다; 개장하다","동사"
"furtive","비밀스러운; 은밀한","형용사"
"laconic","간결한","형용사"
"immaculate","결점 없는; 완전한","형용사"
"molecule","분자","명사"
"redress","바로잡다; 시정하다; 보상하다","동사"
"predisposition","성향; 경향","명사"
"resentment","분한; 억울함; 분개","명사"
"gratitude","감사","명사"
"miserable","비참한; 불행한","형용사"
"purposeful","목적이 있는; 의도적인; 단호한; 결단력 있는","형용사"
"feasible","실행 가능한; 가능한","형용사"
"disciplinary","훈육의; 징계의","형용사"
"scholarly","학자의; 학구적인","형용사"
"universal","보편적인; 일반적인; 전 세계의","형용사"
"barter","물물 교환하다","동사"
"discrimination","구별; 차별","명사"
"withdrawal","철회; 인출; 취소","명사"
"collapse","붕괴; 무너짐; 붕괴되다; 무너지다","명사/동사"
"invasion","침략[침입]; (권리 등의) 침해; 침범","명사"
"surrender","항복[굴복]; 항복[굴복]하다; (권리 등을) 포기하다","명사/동사"
"curse","욕(설); 악담; 저주","명사"
"exemplary","모범적인; 훌륭한","형용사"
"digress","빗어나다; 탈선하다","동사"
"nightmare","악몽","명사"
"esteem","존경; 존경[존중]하다","명사/동사"
"mitigate","완화시키다; 경감하다","동사"
"liable","~할 것 같은; 하기 쉬운","형용사"
"auditory","귀의; 청각의","형용사"
"indispensable","없어서는 안 될; 필수적인","형용사"
"reckless","분별없는; 무모한","형용사"
"resilience","탄성; 회복력","명사"
"supernatural","초자연적인; 불가사의한","형용사"
"harmonious","조화된; 사이 좋은","형용사"
"command","명령; 명령하다; 지휘하다","명사/동사"
"stray","길 읽은; 길을 읽다","형용사/동사"
"amenable","순종적인; 유순한","형용사"
"vociferous","큰소리로 외치는; 시끄러운","형용사"
"perishable","썩기 쉬운; 부패하기 쉬운","형용사"
"innate","타고난; 선천적인","형용사"
"distress","고통; 고민; 고통스럽게 하다","명사/동사"
"exorbitant","엄청난; 터무니없는","형용사"
"veto","거부권; 거부하다","명사/동사"
"come off","성공하다; 이루어지다","숙어"
"turn off","(전기·가스·수도 등을) 끄다","숙어"
"levy","(세금 등을) 부과[징수]하다","동사"
"abrogate","폐지하다[철폐하다]","동사"
"preclude","막다; 방치하다; 제외하다","동사"
"bargain","싸게 산 물건; 흥정; 협상[흥정]하다","명사/동사"
"beat","이기다; 치다; 두드리다","동사"
"stock","주식; 재고; 저장","명사"
"arduous","힘든; 고된","형용사"
"pertinent","적절한; 관련 있는","형용사"
"dissipate","흩뜨리다; 낭비하다; 흩어져 사라지다","동사"
"conserve","보존[유지]하다; 보호하다","동사"
"secure","안전한; 얻어 내다; 확보[확대]하다; 안전하게 하다","형용사/동사"
"ferment","발효시키다; 발효하다; 효모; 동요","동사/명사"
"attainment","도달; 달성","명사"
"delinquency","직무 태만; 의무 불이행; 비행; 과실; 범죄","명사"
"scribble","갈겨쓰다","동사"
"turn out","밝혀지다; 나타나다","숙어"
"turn to","~에 의지하다","숙어"
"turn over","~을 뒤집다; ~을 숙고하다","숙어"
"proliferation","확산; 증식","명사"
"recede","(서서히) 물러나다[멀어지다]; 악해지다; 희미해지다","동사"
"acquire","습득하다; 취득하다","동사"
"rudimentary","기본의; 초보의","형용사"
"dilute","희석시키다; 약화시키다","동사"
"state","국가; 상태; 주; 말하다; 진술하다","명사/동사"
"belligerent","적대적인; 호전적인","형용사"
"contentious","논쟁[토론]을 좋아하는; 논쟁이이르는 분리일으키는","형용사"
"sympathy","동정; 연민; 공감","명사"
